33	20	-38	252	75	74	0	59	-131	0	0	0	-83	0	0	-279	289	0	0	0	0	-379	0	21	0	0	0	0	302	0	0	-490	433	0	214	0	0	952	-328	73	0
33	61	-36	179	70	26	-17	101	-108	39	0	15	-73	0	0	-243	288	0	0	0	0	-30	-62	0	0	98	0	123	0	0	0	40	0	60	44	65	0	0	0	0	-27
38	23	-75	250	74	60	-33	68	0	0	0	0	-40	0	0	-259	256	0	0	51	-1	-45	0	-39	-11	0	0	0	0	0	0	0	31	0	0	-49	95	0	0	0	0
42	25	-42	154	84	21	0	119	0	0	0	27	-33	-310	0	-226	177	81	0	0	0	-95	85	11	0	-649	0	0	191	0	0	0	0	-138	71	0	0	0	0	235	-131
34	21	-58	167	86	26	108	81	-87	41	0	19	-38	0	0	-221	186	0	0	0	0	-458	0	28	0	58	0	0	52	0	-104	-617	0	204	233	43	-78	1039	-358	871	0
37	38	-100	0	97	45	0	129	-224	0	0	14	-50	-508	0	-264	273	0	0	0	0	0	0	7	60	-81	-73	7	0	222	32	0	60	0	148	0	0	9	0	231	38
46	29	-59	176	58	30	0	105	0	0	0	-7	-43	-253	11	-182	182	86	0	0	0	-40	121	0	28	3	0	-10	32	0	0	0	0	0	0	50	0	0	252	-37	-28
30	58	-59	0	51	41	46	87	-112	58	0	5	-44	-407	19	-210	139	0	0	0	0	0	-22	0	41	0	0	0	0	0	0	-9	61	14	-13	0	0	62	-13	0	3
41	28	-57	0	56	38	17	-78	-150	54	0	-10	-79	-428	0	-278	289	0	0	0	0	0	0	0	61	0	0	0	32	0	0	0	0	54	23	45	-8	0	-11	0	0
42	27	-70	0	75	45	-29	68	0	0	0	0	-32	-551	0	-257	251	0	0	35	5	0	0	-37	-16	0	0	0	0	0	0	0	0	0	0	-47	97	0	0	0	0
42	43	0	0	35	39	-43	94	8	0	0	14	-35	-398	0	-266	283	0	0	0	0	0	0	66	42	0	-59	0	24	0	-92	0	0	29	15	0	0	54	0	0	3
40	27	-42	140	100	18	0	100	0	0	0	67	-30	-349	-27	-170	147	0	0	0	0	0	0	-489	704	0	-189	0	0	0	-89	0	105	4031	423	11	122	0	-66	0	33
35	17	-61	243	71	52	-39	75	0	0	0	-89	-36	-561	0	-273	274	0	0	34	4	3	0	0	249	-66	0	0	0	214	0	-94	0	0	0	-209	0	0	0	247	0
33	0	-33	183	51	41	0	105	-84	0	0	35	-62	-426	0	-223	215	36	0	75	-56	-89	-46	107	144	-962	0	0	196	0	166	0	0	887	-640	0	0	1046	-87	0	0
32	45	-39	186	65	0	0	68	-113	0	0	0	-59	-460	0	-239	194	0	-100	44	0	0	0	33	0	0	0	0	0	23	0	-19	0	23	0	0	0	0	0	0	22
26	42	-47	173	65	36	0	65	-81	0	0	17	-22	-258	0	-186	198	0	-93	0	0	-48	0	0	-36	-443	-62	0	52	0	0	0	40	0	57	-89	0	0	-39	0	0
38	20	-35	0	71	64	0	73	0	0	0	0	-79	-569	0	-276	296	0	0	22	0	0	0	0	53	0	0	4	0	73	59	0	55	0	0	0	150	0	6	0	49
37	34	-43	149	0	21	0	74	-97	17	-81	0	-39	-372	0	-167	185	0	0	0	0	-33	0	0	-43	-447	-170	0	0	0	0	0	42	0	57	-92	0	0	-32	0	0
37	49	0	238	43	11	127	40	-87	55	0	16	-51	-435	10	-251	220	0	0	0	0	79	0	33	0	0	-43	0	0	0	0	13	0	337	-4	-120	44	0	-77	254	0
37	32	0	167	53	26	0	84	-87	0	0	11	-37	-272	0	-182	174	0	0	0	0	0	126	0	100	-2	0	168	0	0	0	0	0	0	0	50	0	0	0	0	-36
44	34	-43	203	60	67	-14	79	-233	41	0	0	-49	-523	0	0	275	0	0	-89	-62	-47	0	0	14	101	0	110	35	0	0	17	-55	40	32	-184	0	0	0	298	-33
33	23	-58	132	40	41	0	122	-183	0	0	22	-43	-266	18	0	222	0	0	40	0	-134	0	24	0	66	0	0	68	0	70	0	0	343	2	-118	-13	0	14	315	66
45	24	-65	176	73	0	0	84	0	0	98	0	-48	-405	0	-248	267	0	55	0	0	0	0	-21	0	0	-52	0	0	0	0	6	0	0	17	0	0	0	-5	0	-13
31	0	-62	181	54	53	0	112	-92	0	0	35	-57	-429	0	-218	209	27	0	73	-47	-94	-44	108	139	-961	0	0	198	0	160	0	0	890	-633	0	0	1052	-88	0	0
38	37	0	202	47	16	0	124	-90	64	0	19	-89	-435	0	-242	222	0	0	0	0	0	0	0	0	-88	-48	-21	13	42	0	0	0	63	30	0	0	0	-14	0	90
21	49	-46	159	36	5	0	69	-103	0	0	10	-31	-282	74	-173	188	0	0	57	0	0	0	25	0	57	-54	76	0	0	0	23	68	350	-13	0	0	0	18	268	-192
37	50	-37	262	76	28	-15	141	-128	51	0	36	0	-419	0	-257	282	0	0	0	0	0	106	0	-44	-452	-38	0	0	0	0	-95	-163	0	-11	-95	0	0	-22	0	69
41	29	-61	251	60	57	-38	64	0	0	0	0	-46	-553	87	-256	273	0	0	28	0	0	0	27	0	0	-56	-36	0	0	0	-3	2	0	9	-5	-16	56	0	0	3
46	16	-47	178	38	28	-17	124	-104	0	0	0	0	-418	0	-250	0	0	0	0	0	-58	0	0	13	109	0	120	31	0	0	14	0	53	27	58	0	0	0	0	-39
32	50	-32	193	42	32	-15	115	-109	0	0	0	-39	-397	77	-254	218	0	0	0	0	-59	0	0	95	0	0	0	0	0	0	0	-58	-6	55	76	-24	0	0	0	0
43	16	-43	130	0	32	95	41	-97	0	0	-3	-25	-352	0	-220	184	0	0	0	-55	0	0	46	132	73	0	0	0	0	0	0	0	233	-73	0	0	0	-372	0	162
42	52	-29	185	39	44	-40	107	8	0	0	16	-26	-402	0	-266	293	0	0	0	0	0	0	58	34	0	-54	0	14	0	-84	0	0	23	16	0	0	56	0	0	3
36	51	-34	201	60	0	-33	60	-227	0	0	0	-46	-456	0	-293	0	0	0	23	0	0	0	-487	693	0	-203	0	0	0	0	-1012	116	293	418	-13	116	0	0	2	14
44	0	-68	140	101	27	0	103	-81	0	0	9	-48	-341	10	-213	138	0	0	0	0	0	118	0	108	16	0	148	0	0	0	0	101	-64	0	0	0	0	0	0	-32
39	23	-45	131	0	27	0	87	-82	0	0	0	-28	-362	0	-186	180	0	0	0	0	0	0	-39	-13	0	0	0	1	0	0	0	0	0	0	-56	-13	0	49	0	0
36	0	-75	226	62	0	97	122	0	0	0	0	-60	-561	0	-304	239	0	0	62	0	24	-32	55	0	0	-80	0	0	0	0	-44	3	0	6	0	0	64	0	0	11
